qnum,Question,Responses,Total,Male,Female,High School or less,Some college,College graduate,"Under $25,000","$25-49,999","$50-74,999","$75-99,999","$100-149,999","Over $150,000",White,Other race,18-29,30-44,45-64,65+,Liberal,Moderate,Conservative,Republican,Democrat,Independent
13,,,0.309958927,0.288311688,0.328605201,0.313432836,0.326693227,0.293706294,0.324324324,0.291666667,0.31496063,0.298245614,0.333333333,0.292682927,0.308290155,0.371428571,0.26,0.34375,0.35,0.27700831,0.075,0.291262136,0.332819723,0.32137931,0.045454545,0.314285714
13,,Undecided,57.62696254,21,36,30,11,16,9,19,6,6,6,5,54,4,9,7,9,28,1,4,52,48,1,0
13,,,0.071408876,0.054545455,0.085106383,0.111940299,0.043824701,0.055944056,0.243243243,0.197916667,0.047244094,0.052631579,0.047619048,0.030487805,0.069948187,0.114285714,0.18,0.072916667,0.032142857,0.077562327,0.025,0.038834951,0.080123267,0.066206897,0.045454545,0
14,"How big a role, if at all, do you think politics played into the decision to indict Trump in Georgia?",Big role,675.1521397,330,345,231,216,226,30,86,111,94,100,132,650,25,25,72,242,316,18,63,578,630,2,22
14,,,0.836619752,0.857142857,0.817535545,0.861940299,0.860557769,0.787456446,0.789473684,0.895833333,0.8671875,0.831858407,0.8,0.8,0.841968912,0.714285714,0.510204082,0.757894737,0.864285714,0.87534626,0.45,0.611650485,0.891975309,0.868965517,0.090909091,0.611111111
14,,Somewhat of a role,80.71211306,31,50,19,26,36,8,9,11,13,12,19,78,3,15,14,26,24,8,23,50,70,5,6
14,,,0.10001501,0.080519481,0.118483412,0.070895522,0.103585657,0.12543554,0.210526316,0.09375,0.0859375,0.115044248,0.096,0.115151515,0.101036269,0.085714286,0.306122449,0.147368421,0.092857143,0.066481994,0.2,0.223300971,0.077160494,0.096551724,0.227272727,0.166666667
14,,No role,39.71911571,20,19,12,8,20,0,1,5,5,13,11,34,5,6,8,10,15,13,14,13,15,14,8
14,,,0.049218235,0.051948052,0.045023697,0.044776119,0.03187251,0.069686411,0,0.010416667,0.0390625,0.044247788,0.104,0.066666667,0.044041451,0.142857143,0.12244898,0.084210526,0.035714286,0.041551247,0.325,0.13592233,0.020061728,0.020689655,0.636363636,0.222222222
14,,Undecided,11.41663155,4,8,6,1,5,0,0,1,1,0,3,10,2,3,1,2,6,1,3,7,10,1,0
14,,,0.014147003,0.01038961,0.018957346,0.02238806,0.003984064,0.017421603,0,0,0.0078125,0.008849558,0,0.018181818,0.012953368,0.057142857,0.06122449,0.010526316,0.007142857,0.016620499,0.025,0.029126214,0.010802469,0.013793103,0.045454545,0
15,How confident are you that the U.S. Justice Department is handling its investigation of Hunter Biden in a fair and nonpartisan manner? ,Very confident,35.41671226,21,14,17,5,14,1,4,1,5,13,6,33,2,5,9,7,14,13,8,14,17,15,3
15,,,0.04388688,0.054545455,0.033175355,0.063670412,0.019920319,0.048611111,0.026315789,0.042105263,0.007751938,0.043859649,0.104,0.036144578,0.042746114,0.057142857,0.102040816,0.092783505,0.024911032,0.038888889,0.333333333,0.077669903,0.021538462,0.023480663,0.652173913,0.083333333
15,,Somewhat confident,54.58736349,18,37,9,20,27,2,11,10,7,5,18,51,4,9,12,15,19,7,24,24,40,5,9
15,,,0.067642334,0.046753247,0.087677725,0.033707865,0.079681275,0.09375,0.052631579,0.115789474,0.07751938,0.061403509,0.04,0.108433735,0.066062176,0.114285714,0.183673469,0.12371134,0.053380783,0.052777778,0.179487179,0.233009709,0.036923077,0.055248619,0.217391304,0.25
15,,Not so confident,107.5112227,47,60,39,31,37,8,10,22,17,11,21,105,2,10,14,35,47,4,11,92,104,0,2
15,,,0.133223324,0.122077922,0.142180095,0.146067416,0.123505976,0.128472222,0.210526316,0.105263158,0.170542636,0.149122807,0.088,0.126506024,0.136010363,0.057142857,0.204081633,0.144329897,0.12455516,0.130555556,0.102564103,0.106796117,0.141538462,0.143646409,0,0.055555556
15,,Not confident at all,586.2155414,290,297,195,190,200,27,70,90,79,92,119,561,25,20,58,215,274,13,57,503,544,2,21
15,,,0.72641331,0.753246753,0.703791469,0.730337079,0.756972112,0.694444444,0.710526316,0.736842105,0.697674419,0.692982456,0.736,0.71686747,0.726683938,0.714285714,0.408163265,0.597938144,0.765124555,0.761111111,0.333333333,0.553398058,0.773846154,0.751381215,0.086956522,0.583333333
15,,Undecided,23.26916013,9,14,7,5,10,0,0,6,6,4,2,22,2,5,4,9,6,2,3,17,19,1,1
15,,,0.028834151,0.023376623,0.033175355,0.026217228,0.019920319,0.034722222,0,0,0.046511628,0.052631579,0.032,0.012048193,0.028497409,0.057142857,0.102040816,0.041237113,0.03202847,0.016666667,0.051282051,0.029126214,0.026153846,0.026243094,0.043478261,0.027777778
16,How concerned are you that the criminal indictments against Donald Trump would make him a weaker candidate against Joe Biden in the general election? ,Very concerned,105.5038406,62,44,32,28,45,6,12,12,10,13,28,100,6,0,13,36,52,3,12,86,98,3,3
16,,,0.130735862,0.161038961,0.104265403,0.120300752,0.112,0.15625,0.157894737,0.125,0.094488189,0.088495575,0.104,0.16969697,0.129701686,0.171428571,0,0.134020619,0.128571429,0.144044321,0.075,0.117647059,0.132307692,0.135172414,0.130434783,0.081081081
16,,Somewhat concerned,181.1716339,79,102,54,72,54,5,18,34,23,30,39,175,6,12,18,68,80,13,23,143,164,8,6
16,,,0.224500166,0.205194805,0.241706161,0.203007519,0.288,0.1875,0.131578947,0.1875,0.267716535,0.203539823,0.24,0.236363636,0.226977951,0.171428571,0.24,0.18556701,0.242857143,0.221606648,0.325,0.225490196,0.22,0.226206897,0.347826087,0.162162162
16,,Not too concerned,163.0879259,76,87,52,50,61,8,17,27,26,27,32,155,8,14,28,53,67,3,19,136,149,2,8
16,,,0.202091606,0.197402597,0.206161137,0.195488722,0.2,0.211805556,0.210526316,0.177083333,0.212598425,0.230088496,0.216,0.193939394,0.201037613,0.228571429,0.28,0.288659794,0.189285714,0.185595568,0.075,0.18627451,0.209230769,0.205517241,0.086956522,0.216216216
16,,Not at all concerned,338.728152,157,181,121,100,117,19,46,50,51,54,62,325,13,22,38,119,152,18,44,273,303,8,20
16,,,0.419737487,0.407792208,0.428909953,0.454887218,0.4,0.40625,0.5,0.479166667,0.393700787,0.451327434,0.432,0.375757576,0.42153048,0.371428571,0.44,0.391752577,0.425,0.421052632,0.45,0.431372549,0.42,0.417931034,0.347826087,0.540540541
16,,Undecided,18.50844761,11,8,7,0,11,0,3,4,3,1,4,16,2,2,0,4,10,3,4,12,11,2,0
16,,,0.022934879,0.028571429,0.018957346,0.026315789,0,0.038194444,0,0.03125,0.031496063,0.026548673,0.008,0.024242424,0.02075227,0.057142857,0.04,0,0.014285714,0.027700831,0.075,0.039215686,0.018461538,0.015172414,0.086956522,0
17,"If all other things were equal, would you vote for a political candidate who has been convicted of a felony crime by a jury?",Yes,327.523364,171,156,118,113,96,30,43,54,46,50,60,316,11,20,35,119,149,11,34,271,303,4,15
17,,,0.405852991,0.4453125,0.368794326,0.443609023,0.450199203,0.333333333,0.769230769,0.447916667,0.421875,0.407079646,0.396825397,0.365853659,0.409857328,0.314285714,0.4,0.364583333,0.425,0.412742382,0.275,0.333333333,0.417565485,0.418508287,0.181818182,0.428571429
17,,No,299.5407015,144,156,81,87,130,3,34,47,36,50,75,284,15,23,45,105,119,25,53,219,254,17,17
17,,,0.371178069,0.375,0.368794326,0.304511278,0.346613546,0.451388889,0.076923077,0.354166667,0.3671875,0.318584071,0.396825397,0.457317073,0.368352789,0.428571429,0.46,0.46875,0.375,0.329639889,0.625,0.519607843,0.337442219,0.350828729,0.772727273,0.485714286
17,,Undecided,179.9359344,69,111,67,51,62,6,19,27,31,26,29,171,9,7,16,56,93,4,15,159,167,1,3
17,,,0.22296894,0.1796875,0.262411348,0.251879699,0.203187251,0.215277778,0.153846154,0.197916667,0.2109375,0.274336283,0.206349206,0.176829268,0.221789883,0.257142857,0.14,0.166666667,0.2,0.257617729,0.1,0.147058824,0.244992296,0.230662983,0.045454545,0.085714286
18,Do you think that Donald Trump behaved appropriately or not by calling officials in Georgia to ask them to change the 2020 election outcome in the state?,"Yes, behaved appropriately",254.5276944,128,127,89,91,74,23,46,48,28,45,36,240,14,22,29,96,105,7,21,222,238,1,10
18,,,0.315399869,0.333333333,0.300236407,0.333333333,0.364,0.257839721,0.605263158,0.484210526,0.375,0.247787611,0.354330709,0.218181818,0.310880829,0.4,0.44,0.302083333,0.341637011,0.291666667,0.175,0.203883495,0.342064715,0.328275862,0.045454545,0.27027027
18,,"No, did not behave appropriately ",332.1510904,158,174,87,100,144,6,31,45,57,60,85,320,12,18,42,112,152,26,66,239,280,20,19
18,,,0.411587473,0.411458333,0.411347518,0.325842697,0.4,0.50174216,0.157894737,0.326315789,0.3515625,0.504424779,0.472440945,0.515151515,0.414507772,0.342857143,0.36,0.4375,0.398576512,0.422222222,0.65,0.640776699,0.36825886,0.386206897,0.909090909,0.513513514
18,,Undecided,220.3212153,98,122,91,59,69,9,18,35,28,22,44,212,9,10,25,73,103,7,16,188,207,1,8
18,,,0.273012658,0.255208333,0.288416076,0.34082397,0.236,0.240418118,0.236842105,0.189473684,0.2734375,0.247787611,0.173228346,0.266666667,0.274611399,0.257142857,0.2,0.260416667,0.259786477,0.286111111,0.175,0.155339806,0.289676425,0.285517241,0.045454545,0.216216216
19,How much do you agree or disagree with the following statement: I have already made up my mind about whether Donald Trump is guilty or innocent when it comes to the events of January 6th. ,Strongly agree,515.754324,231,285,194,155,166,32,72,83,61,89,87,489,26,30,48,178,245,31,56,417,458,18,24
19,,,0.639100773,0.6,0.67535545,0.72659176,0.61752988,0.58041958,0.842105263,0.757894737,0.653543307,0.539823009,0.706349206,0.527272727,0.634241245,0.742857143,0.612244898,0.5,0.635714286,0.680555556,0.775,0.54368932,0.641538462,0.631724138,0.782608696,0.666666667
19,,Somewhat agree,56.00232903,26,30,14,22,20,1,4,15,17,3,15,54,2,7,9,17,22,3,9,45,54,1,1
19,,,0.069395699,0.067532468,0.071090047,0.052434457,0.087649402,0.06993007,0.026315789,0.042105263,0.118110236,0.150442478,0.023809524,0.090909091,0.070038911,0.057142857,0.142857143,0.09375,0.060714286,0.061111111,0.075,0.087378641,0.069230769,0.074482759,0.043478261,0.027777778
19,,Somewhat disagree,97.02991754,40,57,23,36,37,2,10,21,10,13,25,94,3,6,17,31,42,6,14,77,85,2,4
19,,,0.120235338,0.103896104,0.13507109,0.086142322,0.143426295,0.129370629,0.052631579,0.105263158,0.165354331,0.088495575,0.103174603,0.151515152,0.121919585,0.085714286,0.12244898,0.177083333,0.110714286,0.116666667,0.15,0.13592233,0.118461538,0.117241379,0.086956522,0.111111111
19,,Strongly disagree,90.02597914,57,33,18,26,45,1,7,6,14,14,29,87,3,4,16,37,29,0,20,70,83,1,6
19,,,0.111556356,0.148051948,0.078199052,0.06741573,0.103585657,0.157342657,0.026315789,0.073684211,0.047244094,0.123893805,0.111111111,0.175757576,0.112840467,0.085714286,0.081632653,0.166666667,0.132142857,0.080555556,0,0.194174757,0.107692308,0.114482759,0.043478261,0.166666667
19,,Undecided,48.18745024,31,17,18,12,18,2,2,2,11,7,9,47,1,2,6,17,22,0,4,41,45,1,1
19,,,0.059711834,0.080519481,0.04028436,0.06741573,0.047808765,0.062937063,0.052631579,0.021052632,0.015748031,0.097345133,0.055555556,0.054545455,0.060959792,0.028571429,0.040816327,0.0625,0.060714286,0.061111111,0,0.038834951,0.063076923,0.062068966,0.043478261,0.027777778
20,"All in all, do you think things in the nation are generally headed in the right direction, or do you think things are off on the wrong track?",Headed in the right direction,27.02606953,9,18,3,8,16,0,4,2,6,5,7,25,2,4,6,9,8,3,15,9,16,5,5
20,,,0.033489553,0.0234375,0.042654028,0.011235955,0.032,0.055555556,0,0.042105263,0.015625,0.052631579,0.03968254,0.042424242,0.032425422,0.055555556,0.081632653,0.0625,0.032142857,0.022160665,0.075,0.145631068,0.013846154,0.022068966,0.227272727,0.138888889
20,,Off on the wrong track,756.44206,360,396,252,242,260,38,88,123,105,119,150,725,32,42,87,265,345,30,80,632,697,12,29
20,,,0.937350756,0.9375,0.938388626,0.943820225,0.968,0.902777778,1,0.926315789,0.9609375,0.921052632,0.944444444,0.909090909,0.940337224,0.888888889,0.857142857,0.90625,0.946428571,0.95567867,0.75,0.776699029,0.972307692,0.96137931,0.545454545,0.805555556
20,,Mixed,12.44729334,9,3,5,0,8,0,0,1,3,1,7,11,1,2,3,4,3,4,5,3,7,4,1
20,,,0.015424155,0.0234375,0.007109005,0.018726592,0,0.027777778,0,0,0.0078125,0.026315789,0.007936508,0.042424242,0.014267185,0.027777778,0.040816327,0.03125,0.014285714,0.008310249,0.1,0.048543689,0.004615385,0.009655172,0.181818182,0.027777778
20,,Undecided,11.08457717,6,5,7,0,4,0,3,2,0,1,1,10,1,1,0,2,5,3,3,6,5,1,1
20,,,0.013735536,0.015625,0.011848341,0.026217228,0,0.013888889,0,0.031578947,0.015625,0,0.007936508,0.006060606,0.012970169,0.027777778,0.020408163,0,0.007142857,0.013850416,0.075,0.029126214,0.009230769,0.006896552,0.045454545,0.027777778
21,Do you approve or disapprove of the way Joe Biden is handling his job as president? ,Strongly approve,13.06135669,8,5,5,2,6,0,1,1,2,5,3,11,2,5,2,4,2,7,4,2,4,8,0
21,,,0.016185076,0.020833333,0.011848341,0.018726592,0.007968127,0.020979021,0,0.010526316,0.0078125,0.01754386,0.03968254,0.018072289,0.014267185,0.058823529,0.102040816,0.020833333,0.014234875,0.005540166,0.170731707,0.038834951,0.003081664,0.005517241,0.363636364,0
21,,Somewhat approve,26.31200092,11,15,6,5,15,0,3,5,2,5,10,24,2,1,9,6,10,8,16,3,11,8,8
21,,,0.03260471,0.028645833,0.035545024,0.02247191,0.019920319,0.052447552,0,0.031578947,0.0390625,0.01754386,0.03968254,0.060240964,0.031128405,0.058823529,0.020408163,0.09375,0.021352313,0.027700831,0.195121951,0.155339806,0.004622496,0.015172414,0.363636364,0.228571429
21,,Somewhat disapprove,41.11370299,20,21,11,12,18,2,6,5,8,9,7,40,1,7,10,13,10,9,8,24,33,4,1
21,,,0.050946348,0.052083333,0.049763033,0.041198502,0.047808765,0.062937063,0.052631579,0.063157895,0.0390625,0.070175439,0.071428571,0.042168675,0.051880674,0.029411765,0.142857143,0.104166667,0.046263345,0.027700831,0.219512195,0.077669903,0.036979969,0.045517241,0.181818182,0.028571429
21,,Strongly disapprove,717.7118842,340,377,245,228,242,36,84,116,100,107,145,689,28,34,74,255,337,17,74,613,669,2,26
21,,,0.889357973,0.885416667,0.893364929,0.917602996,0.908366534,0.846153846,0.947368421,0.884210526,0.90625,0.877192982,0.849206349,0.873493976,0.893644617,0.823529412,0.693877551,0.770833333,0.90747331,0.933518006,0.414634146,0.718446602,0.944530046,0.922758621,0.090909091,0.742857143
21,,Undecided,8.801055206,5,4,0,4,5,0,1,1,2,0,1,7,1,2,1,3,2,0,1,7,8,0,0
21,,,0.010905892,0.013020833,0.009478673,0,0.015936255,0.017482517,0,0.010526316,0.0078125,0.01754386,0,0.006024096,0.009079118,0.029411765,0.040816327,0.010416667,0.010676157,0.005540166,0,0.009708738,0.010785824,0.011034483,0,0
22,Do you approve or disapprove of the way Brian Kemp is handling his job as governor? ,Strongly approve,398.654655,210,189,123,110,164,13,36,69,60,53,106,382,16,12,39,138,201,8,57,330,369,2,13
22,,,0.493995855,0.546875,0.446808511,0.460674157,0.44,0.571428571,0.342105263,0.378947368,0.5390625,0.530973451,0.420634921,0.642424242,0.494818653,0.457142857,0.25,0.40625,0.492857143,0.556786704,0.2,0.558823529,0.508474576,0.508965517,0.086956522,0.351351351
22,,Somewhat approve,244.4776384,107,138,67,96,80,8,32,36,38,47,43,234,10,19,42,96,84,19,32,187,218,11,12
22,,,0.302946268,0.278645833,0.326241135,0.25093633,0.384,0.278745645,0.210526316,0.336842105,0.28125,0.336283186,0.373015873,0.260606061,0.303108808,0.285714286,0.395833333,0.4375,0.342857143,0.232686981,0.475,0.31372549,0.288135593,0.300689655,0.47826087,0.324324324
22,,Somewhat disapprove,42.48207788,17,25,13,13,17,3,1,8,4,11,5,41,2,2,7,11,19,3,5,32,33,4,4
22,,,0.05264198,0.044270833,0.059101655,0.048689139,0.052,0.059233449,0.078947368,0.010526316,0.0625,0.03539823,0.087301587,0.03030303,0.053108808,0.057142857,0.041666667,0.072916667,0.039285714,0.052631579,0.075,0.049019608,0.049306626,0.045517241,0.173913043,0.108108108
22,,Strongly disapprove,82.84829108,35,48,46,23,14,6,19,7,8,14,8,78,5,6,6,25,42,8,3,71,70,6,7
22,,,0.102662071,0.091145833,0.113475177,0.172284644,0.092,0.048780488,0.157894737,0.2,0.0546875,0.07079646,0.111111111,0.048484848,0.101036269,0.142857143,0.125,0.0625,0.089285714,0.11634349,0.2,0.029411765,0.109399076,0.096551724,0.260869565,0.189189189
22,,Undecided,38.53733763,15,23,18,8,12,8,7,8,3,1,3,37,2,9,2,10,15,2,5,29,35,0,1
22,,,0.047753826,0.0390625,0.054373522,0.06741573,0.032,0.041811847,0.210526316,0.073684211,0.0625,0.026548673,0.007936508,0.018181818,0.047927461,0.057142857,0.1875,0.020833333,0.035714286,0.041551247,0.05,0.049019608,0.044684129,0.048275862,0,0.027027027
23,Do you approve or disapprove of the way Burt Jones is handling his job as lieutenant governor?,Strongly approve,139.3057635,79,60,39,40,60,5,8,19,20,21,34,132,7,1,13,53,67,4,16,119,130,2,6
23,,,0.172621764,0.205194805,0.141843972,0.146067416,0.16,0.208333333,0.128205128,0.084210526,0.1484375,0.175438596,0.166666667,0.208588957,0.170984456,0.2,0.020408163,0.134020619,0.1886121,0.185082873,0.1,0.156862745,0.183359014,0.179558011,0.090909091,0.162162162
23,,Somewhat approve,212.2977237,116,97,56,84,72,3,23,40,37,35,44,202,10,15,31,91,73,9,26,173,190,3,12
23,,,0.26307029,0.301298701,0.229314421,0.209737828,0.336,0.25,0.076923077,0.242105263,0.3125,0.324561404,0.277777778,0.26993865,0.261658031,0.285714286,0.306122449,0.319587629,0.323843416,0.201657459,0.225,0.254901961,0.266563945,0.262430939,0.136363636,0.324324324
23,,Somewhat disapprove,36.71580892,16,21,6,12,19,3,2,8,4,7,7,35,2,0,3,15,18,3,5,28,31,1,3
23,,,0.045496665,0.041558442,0.04964539,0.02247191,0.048,0.065972222,0.076923077,0.021052632,0.0625,0.035087719,0.055555556,0.042944785,0.045336788,0.057142857,0,0.030927835,0.053380783,0.049723757,0.075,0.049019608,0.043143297,0.04281768,0.045454545,0.081081081
23,,Strongly disapprove,52.06954199,26,26,27,11,14,3,10,7,4,6,16,50,3,0,8,26,19,1,7,43,45,2,5
23,,,0.064522357,0.067532468,0.061465721,0.101123596,0.044,0.048611111,0.076923077,0.105263158,0.0546875,0.035087719,0.047619048,0.098159509,0.064766839,0.085714286,0,0.082474227,0.09252669,0.052486188,0.025,0.068627451,0.066255778,0.062154696,0.090909091,0.135135135
23,,Undecided,366.6111619,148,219,139,103,123,25,52,54,49,57,62,353,13,33,42,96,185,23,48,286,328,14,11
23,,,0.454288924,0.384415584,0.517730496,0.520599251,0.412,0.427083333,0.641025641,0.547368421,0.421875,0.429824561,0.452380952,0.380368098,0.457253886,0.371428571,0.673469388,0.432989691,0.341637011,0.511049724,0.575,0.470588235,0.440677966,0.453038674,0.636363636,0.297297297
24,Do you approve or disapprove of the way Brad Raffensperger is handling his job as secretary of state? ,Strongly approve,169.869528,89,81,37,49,83,8,15,22,23,21,50,161,9,3,20,56,88,14,46,110,140,10,15
24,,,0.210495078,0.231168831,0.191489362,0.139097744,0.196,0.289198606,0.210526316,0.15625,0.171875,0.203539823,0.166666667,0.303030303,0.208549223,0.25,0.06122449,0.208333333,0.199288256,0.243093923,0.358974359,0.446601942,0.169491525,0.193103448,0.454545455,0.428571429
24,,Somewhat approve,201.3668046,114,88,59,68,74,9,18,32,36,29,47,193,8,11,25,80,81,7,15,179,183,4,6
24,,,0.249525161,0.296103896,0.208037825,0.221804511,0.272,0.257839721,0.236842105,0.1875,0.25,0.318584071,0.23015873,0.284848485,0.25,0.222222222,0.224489796,0.260416667,0.284697509,0.223756906,0.179487179,0.145631068,0.275808937,0.252413793,0.181818182,0.171428571
24,,Somewhat disapprove,78.34520307,34,44,23,32,23,0,14,14,11,12,14,75,3,6,8,31,29,2,11,60,74,0,3
24,,,0.097082036,0.088311688,0.104018913,0.086466165,0.128,0.080139373,0,0.145833333,0.109375,0.097345133,0.095238095,0.084848485,0.097150259,0.083333333,0.12244898,0.083333333,0.110320285,0.080110497,0.051282051,0.106796117,0.092449923,0.102068966,0,0.085714286
24,,Strongly disapprove,171.2280172,75,97,65,53,53,10,29,28,16,28,27,163,9,0,16,63,89,2,10,156,160,0,8
24,,,0.21217846,0.194805195,0.229314421,0.244360902,0.212,0.18466899,0.263157895,0.302083333,0.21875,0.14159292,0.222222222,0.163636364,0.211139896,0.25,0,0.166666667,0.224199288,0.245856354,0.051282051,0.097087379,0.2403698,0.220689655,0,0.228571429
24,,Undecided,186.1904471,73,113,82,48,54,11,20,32,27,36,27,180,7,29,27,51,75,14,21,144,168,8,3
24,,,0.230719265,0.18961039,0.26713948,0.308270677,0.192,0.18815331,0.289473684,0.208333333,0.25,0.238938053,0.285714286,0.163636364,0.233160622,0.194444444,0.591836735,0.28125,0.181494662,0.20718232,0.358974359,0.203883495,0.221879815,0.231724138,0.363636364,0.085714286
