qnum,Question,Responses,Total,Male,Female,High School or less,Some college,BA or higher,"Under $25,000","$25-49,999","$50-74,999","$75-99,999","$100-149,999","Over $150,000",White,Black,Other race,18-29,30-44,45-64,65+,Republican,Independent,Democrat
15,,,0.374461634,0.407920792,0.3484375,0.389277389,0.412140575,0.329145729,0.223529412,0.373684211,0.388059701,0.352941176,0.442307692,0.417721519,0.51417004,0.080118694,0.323076923,0.219354839,0.421455939,0.393665158,0.380952381,0.67481203,0.182608696,0.065789474
15,,Somewhat support,235.5876175,97,138,83,72,80,21,28,42,38,46,38,161,61,13,19,51,109,58,104,18,110
15,,,0.205753378,0.192079208,0.215625,0.193473193,0.230031949,0.201005025,0.247058824,0.147368421,0.208955224,0.203208556,0.221153846,0.240506329,0.217273954,0.181008902,0.2,0.122580645,0.195402299,0.246606335,0.212454212,0.195488722,0.156521739,0.24122807
15,,Somewhat oppose,165.5238942,61,105,50,46,70,21,27,22,24,32,28,87,69,9,33,36,56,39,27,19,115
15,,,0.144562353,0.120792079,0.1640625,0.116550117,0.146964856,0.175879397,0.247058824,0.142105263,0.109452736,0.128342246,0.153846154,0.17721519,0.117408907,0.204747774,0.138461538,0.212903226,0.137931034,0.126696833,0.142857143,0.05075188,0.165217391,0.252192982
15,,Strongly oppose,253.8486237,111,143,109,54,91,19,52,53,49,29,19,71,164,18,64,54,83,50,23,47,175
15,,,0.221701855,0.21980198,0.2234375,0.254079254,0.172523962,0.228643216,0.223529412,0.273684211,0.263681592,0.262032086,0.139423077,0.120253165,0.095816464,0.486646884,0.276923077,0.412903226,0.206896552,0.187782805,0.183150183,0.043233083,0.408695652,0.38377193
15,,Don't know,61.28129323,30,31,20,12,26,5,12,6,10,9,7,41,16,4,5,10,20,22,19,10,26
15,,,0.05352078,0.059405941,0.0484375,0.046620047,0.038338658,0.065326633,0.058823529,0.063157895,0.029850746,0.053475936,0.043269231,0.044303797,0.055330634,0.047477745,0.061538462,0.032258065,0.038314176,0.045248869,0.080586081,0.035714286,0.086956522,0.057017544
16,Do you approve or disapprove of the way Donald Trump is handling the coronavirus outbreak?,Strongly approve,399.5793921,198,202,154,133,110,21,51,71,76,84,52,365,15,19,12,96,177,108,376,7,9
16,,,0.348977635,0.392079208,0.315625,0.358974359,0.422222222,0.277777778,0.247058824,0.267015707,0.353233831,0.404255319,0.403846154,0.329113924,0.491913747,0.044378698,0.287878788,0.077922078,0.367816092,0.400452489,0.395604396,0.706766917,0.060344828,0.01978022
16,,Somewhat approve,142.023373,72,70,63,31,48,18,30,26,14,23,25,120,13,10,24,25,55,38,110,14,11
16,,,0.12403788,0.142574257,0.109375,0.146853147,0.098412698,0.121212121,0.211764706,0.157068063,0.129353234,0.074468085,0.110576923,0.158227848,0.161725067,0.038461538,0.151515152,0.155844156,0.095785441,0.124434389,0.139194139,0.206766917,0.120689655,0.024175824
16,,Somewhat disapprove,57.23593932,28,29,9,24,25,6,12,6,10,9,12,39,17,2,14,19,15,9,20,12,20
16,,,0.04998772,0.055445545,0.0453125,0.020979021,0.076190476,0.063131313,0.070588235,0.062827225,0.029850746,0.053191489,0.043269231,0.075949367,0.052560647,0.050295858,0.03030303,0.090909091,0.072796935,0.033936652,0.032967033,0.037593985,0.103448276,0.043956044
16,,Strongly disapprove,533.4990755,202,332,201,124,209,40,95,98,87,92,67,213,288,33,100,120,193,115,23,80,412
16,,,0.465938057,0.4,0.51875,0.468531469,0.393650794,0.527777778,0.470588235,0.497382199,0.487562189,0.462765957,0.442307692,0.424050633,0.287061995,0.852071006,0.5,0.649350649,0.459770115,0.436651584,0.421245421,0.043233083,0.689655172,0.905494505
16,,Don't know,12.66222,5,7,2,3,4,0,3,0,1,0,2,5,5,2,4,1,2,3,3,3,3
16,,,0.011058707,0.00990099,0.0109375,0.004662005,0.00952381,0.01010101,0,0.015706806,0,0.005319149,0,0.012658228,0.006738544,0.014792899,0.03030303,0.025974026,0.003831418,0.004524887,0.010989011,0.005639098,0.025862069,0.006593407
17,Do you approve or disapprove of Governor Brian Kemp’s handling of the coronavirus in Georgia?,Strongly approve,360.4439699,198,163,147,107,105,16,48,64,66,70,53,320,23,17,27,72,159,98,327,16,7
17,,,0.314798227,0.392079208,0.2546875,0.341860465,0.33968254,0.264483627,0.188235294,0.251308901,0.31840796,0.35106383,0.33492823,0.335443038,0.431848853,0.068047337,0.257575758,0.175324675,0.275862069,0.360544218,0.358974359,0.613508443,0.139130435,0.015384615
17,,Somewhat approve,200.3731886,78,122,70,59,71,24,29,44,24,47,24,151,39,11,10,49,84,55,137,17,42
17,,,0.174998418,0.154455446,0.190625,0.162790698,0.187301587,0.17884131,0.282352941,0.151832461,0.218905473,0.127659574,0.224880383,0.151898734,0.203778677,0.115384615,0.166666667,0.064935065,0.187739464,0.19047619,0.201465201,0.257035647,0.147826087,0.092307692
17,,Somewhat disapprove,134.5504253,56,79,61,26,48,8,29,23,25,14,18,64,64,7,51,27,34,23,22,26,81
17,,,0.117511288,0.110891089,0.1234375,0.141860465,0.082539683,0.120906801,0.094117647,0.151832461,0.114427861,0.132978723,0.066985646,0.113924051,0.086369771,0.189349112,0.106060606,0.331168831,0.103448276,0.077097506,0.084249084,0.041275797,0.226086957,0.178021978
17,,Strongly disapprove,407.6090803,162,245,133,110,165,34,70,69,66,76,60,183,195,29,57,104,158,83,31,54,305
17,,,0.355990463,0.320792079,0.3828125,0.309302326,0.349206349,0.415617128,0.4,0.366492147,0.343283582,0.35106383,0.363636364,0.379746835,0.246963563,0.576923077,0.439393939,0.37012987,0.398467433,0.358276644,0.304029304,0.058161351,0.469565217,0.67032967
17,,Don't know,42.02333583,11,31,19,13,8,3,15,1,7,2,3,23,17,2,9,9,6,14,16,2,20
17,,,0.036701603,0.021782178,0.0484375,0.044186047,0.041269841,0.020151134,0.035294118,0.078534031,0.004975124,0.037234043,0.009569378,0.018987342,0.031039136,0.050295858,0.03030303,0.058441558,0.034482759,0.013605442,0.051282051,0.030018762,0.017391304,0.043956044
18,How worried are you that you or someone in your family will be exposed to the coronavirus (COVID-19)?,Very worried,381.6140754,135,247,161,92,128,31,81,76,71,47,46,173,181,28,69,72,153,84,67,48,261
18,,,0.333287402,0.267326733,0.3859375,0.375291375,0.292993631,0.322418136,0.364705882,0.42408377,0.378109453,0.379679144,0.225961538,0.292993631,0.233153639,0.537091988,0.424242424,0.44516129,0.276923077,0.346153846,0.306569343,0.125703565,0.413793103,0.573626374
18,,Somewhat worried,326.9228763,123,204,100,86,141,28,51,48,46,72,56,228,86,13,25,71,134,93,154,30,134
18,,,0.285522163,0.243564356,0.31875,0.233100233,0.27388535,0.355163728,0.329411765,0.267015707,0.23880597,0.245989305,0.346153846,0.356687898,0.307277628,0.255192878,0.196969697,0.161290323,0.273076923,0.303167421,0.339416058,0.288930582,0.25862069,0.294505495
18,,Not too worried,206.0591421,101,105,61,71,74,15,34,33,29,42,29,158,39,9,25,47,67,66,140,22,35
18,,,0.179964316,0.2,0.1640625,0.142191142,0.22611465,0.186397985,0.176470588,0.178010471,0.164179104,0.155080214,0.201923077,0.184713376,0.212938005,0.115727003,0.136363636,0.161290323,0.180769231,0.15158371,0.240875912,0.262664165,0.189655172,0.076923077
18,,Not worried at all,210.3981932,132,78,96,61,52,11,21,44,33,46,26,174,22,14,34,61,83,30,164,16,16
18,,,0.183753881,0.261386139,0.121875,0.223776224,0.194267516,0.130982368,0.129411765,0.109947644,0.218905473,0.176470588,0.221153846,0.165605096,0.234501348,0.065281899,0.212121212,0.219354839,0.234615385,0.187782805,0.109489051,0.307692308,0.137931034,0.035164835
18,,Don't know,20.00571301,14,6,11,4,2,0,4,0,8,1,0,9,9,2,2,9,5,1,8,0,9
18,,,0.017472238,0.027722772,0.009375,0.025641026,0.012738854,0.005037783,0,0.020942408,0,0.042780749,0.004807692,0,0.01212938,0.026706231,0.03030303,0.012903226,0.034615385,0.011312217,0.003649635,0.015009381,0,0.01978022
